payout,asr,sharpe,sortino,std_dev,max_dd,smart_sharpe
feature_strength11,0.03728836763255814,1.9120054860822449,1.951171207735828,7.716062345496926,0.01911076151837449,-0.010956819200000002,1.7528821825033047
feature_strength12,0.037239525125581395,1.9059271736978667,1.9545308655341744,7.651796057243919,0.01905292251059121,-0.011184693100000096,1.7616347378975001
feature_strength13,0.0372780835,1.9116383091558165,1.9558971307615303,7.727788102547601,0.019059327258937053,-0.010865511600000098,1.7564093958920042
feature_strength14,0.03720545076279069,1.9185268296469769,1.9532424825925552,7.803062056483691,0.019048045029927664,-0.01080839489999991,1.7500540050881883
feature_strength15,0.03724375996046511,1.9158830303863368,1.9444893444550857,7.708267286315406,0.019153491412369824,-0.01074554680000001,1.7421746999790586
feature_strength16,0.03727099317906977,1.9106762713182468,1.9432482201826344,7.672814187912643,0.019179738744629797,-0.010919268499999956,1.7434379627503882
feature_strength17,0.03729472091627907,1.9072536211008304,1.9495726551575523,7.682636516236594,0.01912969020037119,-0.01104555760000013,1.7591966135636863
feature_strength18,0.03726091143023256,1.9032313723801524,1.9547739477662638,7.690711730617073,0.019061493771599988,-0.010909584299999924,1.7509516802618341
feature_strength19,0.037265673658139535,1.8993830562254703,1.9551828504484678,7.631457838344025,0.01905994298670928,-0.011064925900000012,1.75628515260714
feature_strength20,0.03731424829302326,1.915950160735874,1.9552044232574324,7.735227843992473,0.019084576451017098,-0.010755428500000002,1.7504618722140455
feature_strength21,0.03725610954418605,1.9030555426135842,1.9490397356687292,7.633793064059085,0.01911511030913037,-0.01117026570000008,1.7568728054633556
feature_strength22,0.03720627791627907,1.9029625118074338,1.9452877520992147,7.614396571141819,0.019126362090199113,-0.011122240200000048,1.7502707688686694
feature_strength23,0.037250928862790696,1.9074893622713045,1.9504465503600878,7.683362197549502,0.01909866684422267,-0.010959586099999925,1.752130911308108
feature_strength24,0.03733370653023256,1.890940677532241,1.9444229618473174,7.519142426569887,0.019200404059599933,-0.01154241350000003,1.7462015519903848
feature_strength25,0.03716618223255814,1.9119086780851653,1.9601923359211118,7.756593162193926,0.018960477271274208,-0.010730328799999992,1.765327722637155
feature_strength26,0.037215001995348836,1.910773833027568,1.9547560695751505,7.68269279544103,0.019038182090636607,-0.010932905300000028,1.7646233818337784
feature_strength27,0.03727703449767442,1.911878078971269,1.9508740435538514,7.698794312228656,0.01910786327843489,-0.01081550979999997,1.7467126531638337
feature_strength28,0.03737989849534883,1.9106128562433815,1.9705940721076423,7.77285187919114,0.018968847528993776,-0.010948123199999972,1.7864152182922837
feature_strength29,0.037326739869767436,1.9107552604153517,1.951889977431278,7.710145195256433,0.019123383131917145,-0.011069866800000034,1.755553610556764
feature_strength30,0.037288796137209305,1.9317227690929692,1.959641974669114,7.953016999015389,0.019028371824657168,-0.010169834200000009,1.7660869497932867
feature_strength31,0.03717524253255815,1.8978075178707992,1.9507844458766603,7.597261992897338,0.01905656086767291,-0.011140620300000037,1.7556539804080846
feature_strength32,0.03725280954418605,1.9246074425344641,1.9529955888945703,7.859920151606995,0.019074702347521323,-0.010322606600000039,1.756513110733729
feature_strength33,0.03724235048837209,1.9123157276358194,1.9597092315316111,7.709952864482938,0.019004018498838895,-0.010930138400000011,1.7692376389168403
feature_strength34,0.03745521494418605,1.9116285460254963,1.9596353131965285,7.598831692535033,0.019113359864438066,-0.011273826699999892,1.7953765682156972
feature_strength35,0.03724210222093023,1.9007625941708755,1.9379852103614763,7.6475417458077475,0.019216917663671836,-0.010860965899999886,1.738605967233515
feature_strength36,0.03729123976511628,1.8959075793973992,1.9540866965348664,7.624596807264401,0.019083718153981556,-0.011132714899999962,1.7532996007234003
feature_strength37,0.037246526941860474,1.90812412201538,1.953608190029004,7.724293887729653,0.019065505116103908,-0.010760171799999994,1.7516914152735228
feature_strength38,0.0372431292,1.914243913955718,1.9569638801864193,7.748636385955997,0.01903107644299099,-0.010828356099999997,1.7628645583109095
feature_dexterity1,0.037345384553488375,1.9041955195583555,1.9609838290543238,7.732931131212849,0.019044208320421505,-0.011135481799999921,1.7557407314676805
feature_dexterity2,0.037361192851162794,1.8910223724432536,1.951525911212037,7.55617137547132,0.019144605068532668,-0.011521266500000057,1.7612985717232326
feature_dexterity3,0.03727220912093023,1.874188388577809,1.9295825644282796,7.416246427868985,0.01931620331155599,-0.011472055199999963,1.7263544594657738
feature_dexterity4,0.03697983980232558,1.851302201248455,1.9313745565187415,7.044084702123076,0.019146902229560742,-0.012780798200000044,1.7332439733633833
feature_dexterity5,0.037262467441860465,1.9039513962019485,1.950630463106269,7.668989240782035,0.019102781457909813,-0.011074214800000098,1.756593948536087
feature_dexterity6,0.03758432106744186,1.9424631725125407,1.982925799570386,8.001453558265833,0.01895397249639132,-0.009657958000000086,1.7744273654654092
feature_dexterity7,0.03721435353023257,1.8676368823803635,1.9232393668997796,7.2662281881697215,0.019349829340391107,-0.012212398199999926,1.735234253258491
feature_dexterity8,0.03729110731860465,1.900933332922969,1.95073788962172,7.641076105373375,0.019116411034511664,-0.011128959799999977,1.7525865585908027
feature_dexterity9,0.03722586537441861,1.9169545259805876,1.9406300385104969,7.742959645807018,0.019182360695081686,-0.010623605600000032,1.7475728470708138
feature_dexterity10,0.0372238877255814,1.9015640162325285,1.944931687017541,7.633717776243982,0.019138917821151052,-0.011112358400000064,1.7508276561439011
