,mean,std
feature_wisdom1,0.001407771366034371,0.0006395467159964426
feature_wisdom10,0.0011341479934099707,0.001193800228623879
feature_wisdom11,4.284204348121899e-05,0.0004522059143722544
feature_wisdom12,0.000872455525002435,0.0008682003862914342
feature_wisdom13,0.00014069172971621405,0.00013877124730499754
feature_wisdom14,0.0020588075015242247,0.0008238663203830523
feature_wisdom15,-2.9412016820716975e-05,6.512055703245803e-05
feature_wisdom16,0.0012899947957972695,0.0005285301623414574
feature_wisdom17,0.00010241798735142056,0.0003139252027629546
feature_wisdom18,0.0005010941278964839,0.000269115885744581
feature_wisdom19,0.0011341479934099707,0.001193800228623879
feature_wisdom2,0.000872455525002435,0.0008682003862914342
feature_wisdom20,0.0031051634015238894,0.00034361048132156225
feature_wisdom21,0.0024632253105544197,0.0005010510116474446
feature_wisdom22,0.000157754803253442,0.00014769641318514672
feature_wisdom23,0.005535318641089435,0.0013817574133329223
feature_wisdom24,0.0006332625901766076,0.00012327835865799533
feature_wisdom25,0.0005010941278964839,0.000269115885744581
feature_wisdom26,-0.0001374115770532111,0.0004673962766254339
feature_wisdom27,-2.9412016820716975e-05,6.512055703245803e-05
feature_wisdom28,0.0024632253105544197,0.0005010510116474446
feature_wisdom29,0.00010241798735142056,0.0003139252027629546
feature_wisdom3,0.0020041423176928755,0.0003064482650290127
feature_wisdom30,0.0012899947957972695,0.0005285301623414574
feature_wisdom31,0.00037870068329254753,0.0003843357503097999
feature_wisdom32,0.005535318641089435,0.0013817574133329223
feature_wisdom33,7.178778153469182e-05,5.064366596099775e-06
feature_wisdom34,0.0008457655134045126,0.0004803680242203981
feature_wisdom35,0.002840350837007927,0.0008225219931865479
feature_wisdom36,0.0034859517703277484,0.0008982706115225871
feature_wisdom37,5.555516260033727e-05,7.788162644894152e-06
feature_wisdom38,3.77340241114227e-06,0.0006075113846269075
feature_wisdom39,0.0010053134356329792,0.0011158764298711994
feature_wisdom4,0.0012899947957972695,0.0005285301623414574
feature_wisdom40,0.0018455703014603568,0.0003543561200064242
feature_wisdom41,0.0018455703014603568,0.0003543561200064242
feature_wisdom42,0.0032213199143156777,0.0010855392507272508
feature_wisdom43,0.0025744465368023692,0.000842444009232733
feature_wisdom44,0.0018455703014603568,0.0003543561200064242
feature_wisdom45,0.0012899947957972695,0.0005285301623414574
feature_wisdom46,0.000872455525002435,0.0008682003862914342
feature_wisdom5,0.0018455703014603568,0.0003543561200064242
feature_wisdom6,4.284204348121899e-05,0.0004522059143722544
feature_wisdom7,0.000872455525002435,0.0008682003862914342
feature_wisdom8,-0.0001374115770532111,0.0004673962766254339
feature_wisdom9,0.0005172968496232436,0.00017242547734460127
