mean,std
feature_intelligence1,0.0017313949712649543,0.00031747489947711436
feature_intelligence10,-0.0007368072197207077,0.0010864964937407533
feature_intelligence11,0.0022419102038978562,0.0011009931749791791
feature_intelligence12,0.007324839338039293,0.0010426414651244658
feature_intelligence2,0.007324839338039293,0.0010426414651244658
feature_intelligence3,0.007324839338039293,0.0010426414651244658
feature_intelligence4,0.0004823115106377727,0.0009350146330145126
feature_intelligence5,0.007324839338039293,0.0010426414651244658
feature_intelligence6,0.007324839338039293,0.0010426414651244658
feature_intelligence7,0.007324839338039293,0.0010426414651244658
feature_intelligence8,0.0016429755086881427,0.0007679472808101874
feature_intelligence9,0.0015751594831941711,0.0006939152576328608
feature_charisma1,-0.0009741523885426854,0.00095953645045561
feature_charisma10,-0.0006717012151161752,0.0008070131726118831
feature_charisma11,-0.0006786455752202655,0.0008916945461623762
feature_charisma12,0.0006157521879186146,0.0004290426848859272
feature_charisma13,0.001654502317463822,0.0005074941236437133
feature_charisma14,-0.0010214953345250907,0.0014980977045016552
feature_charisma15,0.0005856399331488196,0.00032557524471450353
feature_charisma16,0.0029883704987056004,0.0005006803646097315
feature_charisma17,0.0009014502315938885,0.0008567686488454302
feature_charisma18,0.00027936295290051133,0.00024679667192617624
feature_charisma19,-0.0009741523885426854,0.00095953645045561
feature_charisma2,-0.001276180492216796,0.00016052263812499817
feature_charisma20,-6.332199965737425e-06,0.0006326791742543346
feature_charisma21,-0.0014410013199136578,0.00027920011736748965
feature_charisma22,0.0008351678091774988,0.001663230146002171
feature_charisma23,0.0014221201310634579,0.00022457697399483865
feature_charisma24,-0.001276180492216796,0.00016052263812499817
feature_charisma25,-0.0039002153937058946,0.001286375567619108
feature_charisma26,0.00012999628385900667,0.0006323537919722606
feature_charisma27,-0.0006896411193710296,0.0006509731230281929
feature_charisma28,0.0007458532295200578,0.0008699801749194581
feature_charisma29,0.0015134346126871295,0.0006127520516837725
feature_charisma3,7.814324753836577e-05,0.00039734910162559517
feature_charisma30,7.02223875128813e-05,0.0004104498394000511
feature_charisma31,-0.0009973503917944028,0.0007510993127575109
feature_charisma32,0.00035607920537188397,0.0004087050219470317
feature_charisma33,-0.0010214953345250907,0.0014980977045016552
feature_charisma34,0.00023889102225305368,0.0014707713861978092
feature_charisma35,0.0029883704987056004,0.0005006803646097315
feature_charisma36,-0.0014410013199136578,0.00027920011736748965
feature_charisma37,0.001089382363966496,0.0005528350348887101
feature_charisma38,-9.828955517643737e-05,0.00014286218806175183
feature_charisma39,0.0014221201310634579,0.00022457697399483865
feature_charisma4,0.0014984802822669578,0.0005541617024686022
feature_charisma40,0.0008131553483468873,0.0008213818425794531
feature_charisma41,-0.0024094130864018713,0.001302416611910138
feature_charisma42,0.0018011600822765556,0.0006624346057441152
feature_charisma43,0.0003454064291493073,0.0001777874255071358
feature_charisma44,0.00015904919668818289,0.00026642202470777125
feature_charisma45,7.814324753836577e-05,0.00039734910162559517
feature_charisma46,-0.0006458999919765737,0.0005793684927386018
feature_charisma47,-0.0039002153937058946,0.001286375567619108
feature_charisma48,0.00035607920537188397,0.0004087050219470317
feature_charisma49,0.00040768929290689186,0.001732383507906056
feature_charisma5,0.00024745543459762644,0.000778105361038071
feature_charisma50,0.001654502317463822,0.0005074941236437133
feature_charisma51,-0.0009973503917944028,0.0007510993127575109
feature_charisma52,0.0016776670319960916,0.0011591201004337605
feature_charisma53,0.0007458532295200578,0.0008699801749194581
feature_charisma54,-0.00019641284478400878,0.00039381582201254174
feature_charisma55,0.00023889102225305368,0.0014707713861978092
feature_charisma56,-0.0009318770920267626,0.002041299551850229
feature_charisma57,0.00044762229313250786,0.001167103497733606
feature_charisma58,-0.0006786455752202655,0.0008916945461623762
feature_charisma59,-0.0024094130864018713,0.001302416611910138
feature_charisma6,-0.00019641284478400878,0.00039381582201254174
feature_charisma60,0.0008351678091774988,0.001663230146002171
feature_charisma61,0.000996752497400245,0.0002125072764259418
feature_charisma62,0.0016776670319960916,0.0011591201004337605
feature_charisma63,0.0003454064291493073,0.0001777874255071358
feature_charisma64,-6.332199965737425e-06,0.0006326791742543346
feature_charisma65,-0.0009318770920267626,0.002041299551850229
feature_charisma66,-0.0006458999919765737,0.0005793684927386018
feature_charisma67,0.00012999628385900667,0.0006323537919722606
