mean,std
feature_charisma1,0.00043770323256562,0.00018495155126684818
feature_charisma10,0.00020813626459806943,0.00021135281172344968
feature_charisma11,0.00020192085794260765,0.00018001757741020188
feature_charisma12,-0.00020751287909042402,3.072864881642973e-05
feature_charisma13,0.0004957620329602896,0.0004140311189659608
feature_charisma14,0.0001224957411838677,0.0003083474629788267
feature_charisma15,0.0003711085603974173,0.0005286754499563915
feature_charisma16,0.0017834133976621462,0.00037293461630055964
feature_charisma17,0.00011796765472361799,0.00016121700018062186
feature_charisma18,0.0003189667234266701,0.0001037255698655088
feature_charisma19,0.00043770323256562,0.00018495155126684818
feature_charisma2,-6.400533057189421e-05,0.00014825478916157675
feature_charisma20,-0.00038918893053006094,0.0001560694696740565
feature_charisma21,-6.649982485844532e-05,0.000139379085935226
feature_charisma22,0.0008467659782094421,0.0003436996750852098
feature_charisma23,-0.00010751607454108831,6.471213788652923e-05
feature_charisma24,-6.400533057189421e-05,0.00014825478916157675
feature_charisma25,-0.00013882477200813056,0.00043515140227194676
feature_charisma26,4.3153650990498255e-05,0.0001569496088824807
feature_charisma27,-7.286297907973861e-05,0.00015515262385637022
feature_charisma28,0.00046513246393528477,0.00019643203561425484
feature_charisma29,-0.00011194840200849372,0.00027045907186768197
feature_charisma3,5.3340235716195404e-05,1.3449391957042817e-05
feature_charisma30,-0.0002536869753341643,6.830724992989185e-05
feature_charisma31,-0.0005053710317171864,0.00044698775202441066
feature_charisma32,0.0005118820373215385,6.60306752091695e-05
feature_charisma33,0.0001224957411838677,0.0003083474629788267
feature_charisma34,7.066346195053429e-05,5.490627829910428e-05
feature_charisma35,0.0017834133976621462,0.00037293461630055964
feature_charisma36,-6.649982485844532e-05,0.000139379085935226
feature_charisma37,0.00029552175201906045,0.00013410398988357813
feature_charisma38,-0.0002536869753341643,6.830724992989185e-05
feature_charisma39,-0.00010751607454108831,6.471213788652923e-05
feature_charisma4,0.00011796765472361799,0.00016121700018062186
feature_charisma40,6.069278224719282e-05,0.00010196628209611462
feature_charisma41,-0.0002805011058491236,0.00037745155925379876
feature_charisma42,0.0011521643498213208,0.00037482354800599544
feature_charisma43,0.00010615880992316874,0.00010772879175058866
feature_charisma44,5.461407126387583e-05,0.00014532064322364305
feature_charisma45,5.3340235716195404e-05,1.3449391957042817e-05
feature_charisma46,6.558018669075261e-05,9.56596436019629e-05
feature_charisma47,-0.00013882477200813056,0.00043515140227194676
feature_charisma48,0.0005118820373215385,6.60306752091695e-05
feature_charisma49,-0.00047335403868575734,0.0009165545274209135
feature_charisma5,0.0008063803665244175,0.00029010040813954186
feature_charisma50,0.0004957620329602896,0.0004140311189659608
feature_charisma51,-0.0005053710317171864,0.00044698775202441066
feature_charisma52,0.0007080581118518981,0.00029952260486062614
feature_charisma53,0.00046513246393528477,0.00019643203561425484
feature_charisma54,3.458482842991069e-06,0.0002603169768487328
feature_charisma55,7.066346195053429e-05,5.490627829910428e-05
feature_charisma56,-0.0004227551357532192,0.000536944748321386
feature_charisma57,0.00022849352771392106,7.766215110067366e-05
feature_charisma58,0.00020192085794260765,0.00018001757741020188
feature_charisma59,-0.0002805011058491236,0.00037745155925379876
feature_charisma6,3.458482842991069e-06,0.0002603169768487328
feature_charisma60,0.0008467659782094421,0.0003436996750852098
feature_charisma61,6.069278224719282e-05,0.00010196628209611462
feature_charisma62,0.0007080581118518981,0.00029952260486062614
feature_charisma63,0.002675914614258598,0.0005660477517384702
feature_charisma64,-0.00038918893053006094,0.0001560694696740565
feature_charisma65,-0.0004227551357532192,0.000536944748321386
feature_charisma66,6.558018669075261e-05,9.56596436019629e-05
feature_charisma67,4.3153650990498255e-05,0.0001569496088824807
feature_charisma68,-0.00012543699150892852,2.1530552001054934e-05
feature_charisma69,0.0007197451198694412,0.00011568575926199598
feature_charisma7,9.547496439286578e-05,9.046947654378842e-05
feature_charisma70,0.00010615880992316874,0.00010772879175058866
feature_charisma71,-0.00011194840200849372,0.00027045907186768197
feature_charisma72,9.547496439286578e-05,9.046947654378842e-05
feature_charisma73,-0.00047335403868575734,0.0009165545274209135
feature_charisma74,5.461407126387583e-05,0.00014532064322364305
feature_charisma75,0.0011521643498213208,0.00037482354800599544
feature_charisma76,0.0004340995942834598,6.733468052607575e-05
feature_charisma77,-7.286297907973861e-05,0.00015515262385637022
feature_charisma78,0.00020813626459806943,0.00021135281172344968
feature_charisma79,0.0008063803665244175,0.00029010040813954186
feature_charisma8,0.0003711085603974173,0.0005286754499563915
feature_charisma80,-0.00020751287909042402,3.072864881642973e-05
feature_charisma81,0.00011821838237606384,8.290909133158467e-05
feature_charisma82,-0.00012543699150892852,2.1530552001054934e-05
feature_charisma83,0.00022849352771392106,7.766215110067366e-05
feature_charisma84,-0.00026734350167515,0.00015284962608810637
feature_charisma85,0.002675914614258598,0.0005660477517384702
feature_charisma86,-0.00026734350167515,0.00015284962608810637
feature_charisma9,0.0007197451198694412,0.00011568575926199598
feature_constitution1,0.00013175215058191443,5.944262008013201e-05
feature_constitution10,0.000661249081591759,0.00031777493054216773
feature_constitution100,0.00011939499706323969,7.064804297252702e-05
feature_constitution101,-0.0006025240589042763,0.00017629530002779542
feature_constitution102,0.00022416042372962454,0.00020469924710983617
feature_constitution103,0.0004701418613804943,0.00039982554395350553
feature_constitution104,-0.00030584655865120784,0.00027471953383091907
feature_constitution105,0.00013854034706003253,8.498526996581729e-05
feature_constitution106,-8.031551058495675e-05,6.491092059629105e-05
feature_constitution107,0.00026852908397785065,0.0003888283780685163
feature_constitution108,-0.0005513768460232816,8.37815704203909e-05
feature_constitution109,0.0006508838830710892,0.00016241090647417313
feature_constitution11,0.00020780632847093738,0.0002045768049086581
feature_constitution110,0.00022416042372962454,0.00020469924710983617
feature_constitution111,0.00039305831560180056,0.00017576807577986524
feature_constitution112,3.9642270190542226e-05,0.00020263272938772118
feature_constitution113,0.0006508838830710892,0.00016241090647417313
feature_constitution114,0.00039305831560180056,0.00017576807577986524
feature_constitution12,-0.0006025240589042763,0.00017629530002779542
feature_constitution13,-0.00017960495737319644,0.00011876768968507531
feature_constitution14,-2.507667938580013e-05,0.00010913205987798928
feature_constitution15,0.0001065637045239485,6.257363816910975e-05
feature_constitution16,-9.685435583000933e-05,0.00019348319618816485
feature_constitution17,0.0001248065528380805,0.00011016300820280657
feature_constitution18,0.00026852908397785065,0.0003888283780685163
feature_constitution19,-0.0002933337265473251,0.0001673602628273599
feature_constitution2,0.0005925577906572644,0.0001286689954582141
feature_constitution20,5.970206937303121e-05,8.666356769053447e-05
feature_constitution21,-0.0001431237294732075,5.159267453572219e-05
feature_constitution22,0.00011666973151287223,2.7016414163175327e-05
feature_constitution23,2.9628475292901666e-05,0.0003033619493203376
feature_constitution24,3.768254230784778e-05,3.9840546564900636e-05
feature_constitution25,0.00011666973151287223,2.7016414163175327e-05
feature_constitution26,0.00023757054009784385,5.8259100144995804e-05
feature_constitution27,-0.00017960495737319644,0.00011876768968507531
feature_constitution28,0.00020780632847093738,0.0002045768049086581
feature_constitution29,-0.0006025240589042763,0.00017629530002779542
feature_constitution3,2.9628475292901666e-05,0.0003033619493203376
feature_constitution30,0.0001521010697298322,0.00012368972217707068
feature_constitution31,-0.00030584655865120784,0.00027471953383091907
feature_constitution32,1.8536485213024477e-05,0.00024572002269622755
feature_constitution33,3.9642270190542226e-05,0.00020263272938772118
feature_constitution34,0.0005135396883503258,0.00023247035541418693
feature_constitution35,0.00013854034706003253,8.498526996581729e-05
feature_constitution36,0.0005135396883503258,0.00023247035541418693
feature_constitution37,0.0001065637045239485,6.257363816910975e-05
feature_constitution38,0.00039305831560180056,0.00017576807577986524
feature_constitution39,0.00026852908397785065,0.0003888283780685163
feature_constitution4,0.00015626864579008806,0.000129749873970108
feature_constitution40,-9.685435583000933e-05,0.00019348319618816485
feature_constitution41,-0.0005513768460232816,8.37815704203909e-05
feature_constitution42,0.0001521010697298322,0.00012368972217707068
feature_constitution43,5.970206937303121e-05,8.666356769053447e-05
feature_constitution44,-0.0006230058414882718,0.0003483779436198261
feature_constitution45,-0.00029085694213217006,0.00016661105329925178
feature_constitution46,3.9642270190542226e-05,0.00020263272938772118
feature_constitution47,-0.00029085694213217006,0.00016661105329925178
feature_constitution48,1.8536485213024477e-05,0.00024572002269622755
feature_constitution49,0.00015626864579008806,0.000129749873970108
feature_constitution5,0.000661249081591759,0.00031777493054216773
feature_constitution50,-0.0006025240589042763,0.00017629530002779542
feature_constitution51,-2.507667938580013e-05,0.00010913205987798928
feature_constitution52,-0.00044982738365451167,0.0002946413486673437
feature_constitution53,5.5064571148669876e-05,0.00021305417866189077
feature_constitution54,-0.00029085694213217006,0.00016661105329925178
feature_constitution55,-0.0006230058414882718,0.0003483779436198261
feature_constitution56,0.00022416042372962454,0.00020469924710983617
feature_constitution57,1.8536485213024477e-05,0.00024572002269622755
feature_constitution58,-0.00021074270438312267,0.0001568932312335468
feature_constitution59,0.0001379833379244984,5.807231170478491e-05
feature_constitution6,0.000661249081591759,0.00031777493054216773
feature_constitution60,3.9642270190542226e-05,0.00020263272938772118
feature_constitution61,-7.811762608537156e-06,0.0003193487664488445
feature_constitution62,0.00013175215058191443,5.944262008013201e-05
feature_constitution63,0.0005925577906572644,0.0001286689954582141
feature_constitution64,0.00010521113623035391,0.00011138975795432685
feature_constitution65,0.0005925577906572644,0.0001286689954582141
feature_constitution66,-0.0006230058414882718,0.0003483779436198261
feature_constitution67,0.00039305831560180056,0.00017576807577986524
feature_constitution68,-0.00021074270438312267,0.0001568932312335468
feature_constitution69,-0.00044982738365451167,0.0002946413486673437
feature_constitution7,-0.00017960495737319644,0.00011876768968507531
feature_constitution70,-0.0001431237294732075,5.159267453572219e-05
feature_constitution71,5.5064571148669876e-05,0.00021305417866189077
feature_constitution72,0.0004701418613804943,0.00039982554395350553
feature_constitution73,0.0005925577906572644,0.0001286689954582141
feature_constitution74,0.000661249081591759,0.00031777493054216773
feature_constitution75,-8.031551058495675e-05,6.491092059629105e-05
feature_constitution76,-7.800843536507657e-05,9.243935401037754e-05
feature_constitution77,1.8536485213024477e-05,0.00024572002269622755
feature_constitution78,-0.0002933337265473251,0.0001673602628273599
feature_constitution79,-0.00017960495737319644,0.00011876768968507531
feature_constitution8,0.0001248065528380805,0.00011016300820280657
feature_constitution80,0.00011290172844065901,0.00015824966559538345
feature_constitution81,0.0001379833379244984,5.807231170478491e-05
feature_constitution82,3.768254230784778e-05,3.9840546564900636e-05
feature_constitution83,0.00011939499706323969,7.064804297252702e-05
feature_constitution84,0.00011290172844065901,0.00015824966559538345
feature_constitution85,0.00023757054009784385,5.8259100144995804e-05
feature_constitution86,-7.841190261036075e-05,0.00020636968577677077
feature_constitution87,3.9642270190542226e-05,0.00020263272938772118
feature_constitution88,0.0004701418613804943,0.00039982554395350553
feature_constitution89,-7.800843536507657e-05,9.243935401037754e-05
feature_constitution9,3.9642270190542226e-05,0.00020263272938772118
feature_constitution90,0.0004701418613804943,0.00039982554395350553
feature_constitution91,0.00022416042372962454,0.00020469924710983617
feature_constitution92,0.00010521113623035391,0.00011138975795432685
feature_constitution93,-0.0006230058414882718,0.0003483779436198261
feature_constitution94,-7.841190261036075e-05,0.00020636968577677077
feature_constitution95,-0.00029085694213217006,0.00016661105329925178
feature_constitution96,-7.811762608537156e-06,0.0003193487664488445
feature_constitution97,0.00026852908397785065,0.0003888283780685163
feature_constitution98,0.00010521113623035391,0.00011138975795432685
feature_constitution99,0.00010521113623035391,0.00011138975795432685
feature_dexterity1,0.0010913865817965326,0.00026671926565620445
feature_dexterity10,0.0010913865817965326,0.00026671926565620445
feature_dexterity11,0.003047285655296036,0.00018974361722332714
feature_dexterity12,0.0015132632097324776,0.0005774865660550019
feature_dexterity13,-0.00025310004665414574,0.0002621672737428163
feature_dexterity14,0.0015132632097324776,0.0005774865660550019
feature_dexterity2,0.0010913865817965326,0.00026671926565620445
feature_dexterity3,0.0003489369818516376,0.00010619987868046199
feature_dexterity4,0.0032060679782973766,0.0004845882921051956
feature_dexterity5,-0.00025310004665414574,0.0002621672737428163
feature_dexterity6,0.003047285655296036,0.00018974361722332714
feature_dexterity7,0.0032060679782973766,0.0004845882921051956
feature_dexterity8,0.0003489369818516376,0.00010619987868046199
feature_dexterity9,0.0010913865817965326,0.00026671926565620445
feature_intelligence1,0.0012390875202977713,0.0005478474392985745
feature_intelligence10,-0.00012541766143869422,6.603677787318403e-05
feature_intelligence11,0.0012390875202977713,0.0005478474392985745
feature_intelligence12,0.0003455225228785965,0.0003069369314811178
feature_intelligence2,0.0003372697654706913,0.00012168900829065708
feature_intelligence3,0.00019004923567509814,0.0003079704650434586
feature_intelligence4,0.0012390875202977713,0.0005478474392985745
feature_intelligence5,0.0003455225228785965,0.0003069369314811178
feature_intelligence6,0.0003455225228785965,0.0003069369314811178
feature_intelligence7,0.0003455225228785965,0.0003069369314811178
feature_intelligence8,0.0012390875202977713,0.0005478474392985745
feature_intelligence9,-0.0003814439223356618,0.0001879126157164224
feature_strength1,0.0001893989582240457,0.00021266243286059507
feature_strength10,-2.7253261654432745e-05,0.00024933478149204776
feature_strength11,1.382369861166961e-05,0.0001981358798783968
feature_strength12,1.8541930064745042e-05,5.41505132729309e-05
feature_strength13,-0.00010250808381692145,0.00018240382240730427
feature_strength14,0.0009396941143585191,0.00038611949684115023
feature_strength15,3.31050726464965e-05,5.6669321312890075e-05
feature_strength16,-4.800498594400307e-05,5.3257889039471444e-05
feature_strength17,4.260794803865209e-06,7.35814203066512e-05
feature_strength18,8.410237603496502e-05,0.00012123877272398534
feature_strength19,0.00019454042071499712,0.000338000508911953
feature_strength2,-0.0002021928119359651,0.00038280261804677826
feature_strength20,-0.0003030030861359152,0.0005960910640619689
feature_strength21,-0.00015580064764748313,4.6542359667802664e-05
feature_strength22,0.0008819417504709078,0.0001739247087178687
feature_strength23,-4.800498594400307e-05,5.3257889039471444e-05
feature_strength24,0.00011329219269574861,7.082794257231494e-05
feature_strength25,-0.0001554757187328382,0.00014898895764809178
feature_strength26,0.0002986157487134228,0.00037520156319210274
feature_strength27,3.31050726464965e-05,5.6669321312890075e-05
feature_strength28,6.946217540277933e-05,6.549851218055287e-05
feature_strength29,0.00011329219269574861,7.082794257231494e-05
feature_strength3,0.00019454042071499712,0.000338000508911953
feature_strength30,1.8541930064745042e-05,5.41505132729309e-05
feature_strength31,-0.0001554757187328382,0.00014898895764809178
feature_strength32,-0.0002021928119359651,0.00038280261804677826
feature_strength33,0.0002986157487134228,0.00037520156319210274
feature_strength34,0.0009396941143585191,0.00038611949684115023
feature_strength35,0.0007513069004355723,0.0003762031934658283
feature_strength36,-2.7253261654432745e-05,0.00024933478149204776
feature_strength37,8.410237603496502e-05,0.00012123877272398534
feature_strength38,-0.0003030030861359152,0.0005960910640619689
feature_strength4,6.323586753943877e-05,0.00026537558195985025
feature_strength5,-0.00010250808381692145,0.00018240382240730427
feature_strength6,4.260794803865209e-06,7.35814203066512e-05
feature_strength7,0.0007513069004355723,0.0003762031934658283
feature_strength8,6.946217540277933e-05,6.549851218055287e-05
feature_strength9,0.0008819417504709078,0.0001739247087178687
feature_wisdom1,0.0001830183758005469,0.00018464227544989252
feature_wisdom10,0.00018846394670401207,0.00015109464521296766
feature_wisdom11,2.525792115000028e-05,2.6090522436576933e-05
feature_wisdom12,-9.053884662019463e-06,0.000546500330146845
feature_wisdom13,0.0004272577510337722,2.910504639536639e-05
feature_wisdom14,0.0003322004899386933,0.00012551107216257908
feature_wisdom15,0.000180315203663907,0.00013862820501957696
feature_wisdom16,-9.053884662019463e-06,0.000546500330146845
feature_wisdom17,-7.288716557209959e-05,9.37791782286031e-05
feature_wisdom18,0.00023669677848100492,5.0654499732397126e-05
feature_wisdom19,0.00018846394670401207,0.00015109464521296766
feature_wisdom2,-9.053884662019463e-06,0.000546500330146845
feature_wisdom20,1.029169994760372e-06,4.998443366513381e-05
feature_wisdom21,0.0004377846602927076,0.00010243744741383212
feature_wisdom22,0.0002152500263444822,0.00015075091019030364
feature_wisdom23,0.0006409011906473656,0.00033744189263501615
feature_wisdom24,0.00013702982790819935,0.00017636902978920447
feature_wisdom25,0.00023669677848100492,5.0654499732397126e-05
feature_wisdom26,0.000588230922709645,0.00024736893785701366
feature_wisdom27,0.000180315203663907,0.00013862820501957696
feature_wisdom28,0.0004377846602927076,0.00010243744741383212
feature_wisdom29,-7.288716557209959e-05,9.37791782286031e-05
feature_wisdom3,0.0008028522276120188,0.00012728769759533717
feature_wisdom30,-9.053884662019463e-06,0.000546500330146845
feature_wisdom31,-2.156004756586161e-05,6.90000154502752e-05
feature_wisdom32,0.0006409011906473656,0.00033744189263501615
feature_wisdom33,7.768383000658313e-05,0.0001541833173232884
feature_wisdom34,1.841163373114598e-05,5.7021571952337544e-05
feature_wisdom35,0.0008920353049430983,0.00021332815780299492
feature_wisdom36,0.000310911151170297,0.0001057384801204398
feature_wisdom37,-9.429604348321859e-05,2.3740778082710946e-05
feature_wisdom38,-0.00017524760316972216,0.0001222033282308776
feature_wisdom39,-4.954611910074611e-05,3.382371774678931e-05
feature_wisdom4,-9.053884662019463e-06,0.000546500330146845
feature_wisdom40,0.00014108470815826974,3.682010022665847e-05
feature_wisdom41,0.00014108470815826974,3.682010022665847e-05
feature_wisdom42,0.000680265074030701,0.0003475171597221234
feature_wisdom43,-1.0268250757965616e-05,2.4517373869322927e-05
feature_wisdom44,0.00014108470815826974,3.682010022665847e-05
feature_wisdom45,-9.053884662019463e-06,0.000546500330146845
feature_wisdom46,-9.053884662019463e-06,0.000546500330146845
feature_wisdom5,0.00014108470815826974,3.682010022665847e-05
feature_wisdom6,2.525792115000028e-05,2.6090522436576933e-05
feature_wisdom7,-9.053884662019463e-06,0.000546500330146845
feature_wisdom8,0.000588230922709645,0.00024736893785701366
feature_wisdom9,-3.6704634916858915e-05,1.740164583084153e-05
